tweet_id	tweet_text	label
103856	"Un estudio demuestra que los niños pueden ser ""portadores ocultos"" del coronavirus https://t.co/T1zqOgMY56"	Lit-News_mentions
102562	Los pacientes y contactos asintomáticos pueden hacerse lavados nasales con hipoclorito de sodio o gárgaras de sal, de acuerdo a los galenos.https://t.co/YI0zVAilII	Lit-News_mentions
104842	Establecen en Gaceta Oficial baremos de costos de cuidados médicos para pacientes con Covid-19 recluidos en clínicas#12Feb https://t.co/IG56jOazLx	Lit-News_mentions
101461	🎶 David Catá homenajea con un vídeo musical a los héroes del #coronavirus 🎹🎷🎻 El artista de #Viveiro confeccionó la pieza en la que distintos músicos interpretan su composición 'Bágoa do ar' desde sus respectivas casas (con 📹) https://t.co/HHTJjb4pcP	Lit-News_mentions
102771	Aprueban condonar dos meses de renta comerciantes de vía pública y locatarios de los mercados municipalesSalvador Alvarado, Sinaloa.- Con el objetivo de apoyar a los comerciantes, quienes a efectos de la pandemia del Covid-19 se vieron afectados, el Ca… https://t.co/YeGwkXLdl9 https://t.co/SHNdjIsn62	Lit-News_mentions
300736	El coronavirus me enseño lo malagradecida que fui tantos años con mi familia, en especial con mi madre y no saben cuanto voy a cambiar y trabajar para darle una vida tan buena como me la dio a mi.	non-personal_reports
200681	Anoche descubrí que el coronavirus sí que me ha quitado un poquito de olfato.En mi casa celebramos el día de la madre ayer porque antes no se pudo, mi regalo lo habían perfumado al comprarlo y toda la familia decía que olía muy bien ._. yo no olí nada hasta pasado un buen rato.	Self_reports
101808	https://t.co/Kb8ylZY8ILEl dolor por la pérdida de padres, abuelos, hermanos... de seres humanos NO LO TAPAREIS CON RENTA MÍNIMA como a periodistas y titiriteros .... LO PAGAREIS de otra manera! Seguid con la sonrisita estúpida! Porque la MAYORÍA DE ESPAÑOLES NO VENDEN SU DOLOR	Lit-News_mentions
301162	El día que el pastor Leonard Himes llevó a su esposa Claudette, de 63 años, a un hospital local a mediados de marzo, tenía fiebre, estaba confundida y pensó que tenía gripe. https://t.co/S0FOQbyKpV	non-personal_reports
102023	Muere docente de la UNAN Managua y su esposa denuncia que fue COVID19. Henry Quintanilla llegó la noche del 27 de abril a su casa con fiebre y un poco de tos. Le dijo a su esposa María Mercedes Hernández que se sentía muy mal de salud y que que... https://t.co/BsbaEgdbXh https://t.co/vpff4LaXw1	Lit-News_mentions
200553	Enseguida empiezo a meterle por la cabeza con un ladrillo al que me diga que tengo coronavirus por estar con mocos.	Self_reports
104859	"A la importadora de CoronaVirus cuantos "" verdes"" le salió ser declarada inocente?...o la arregló con algún fino tapado?"	Lit-News_mentions
300077	"Rusia registra la primera vacuna contra el coronavirus. El presidente Putin dice que se la han aplicado a su hija: ""Después de la segunda inyección, la segunda vacuna, le subió un poco la temperatura, pero luego volvió a la normalidad, se siente bien y los anticuerpos son altos”."	non-personal_reports
201083	Mi hermana y yo analizando si tengo síntomas de coronavirus o estoy mala de otra cosa.Ella: a ver, gusto por ejemplo nunca has tenido porque te liaste con ____, así que no séEn fin xdddd	Self_reports
300043	"El COVID-19 NO SE HA IDO, INVITÓ A OTROS AMIGUITOS LETALES DELTA Y OTRAS CEPAS A UNIRSE A LOS IRRESPONSABLES EN COLMADONES, TETEOS, JUNTADERAS, ETCÉTERA. Mi sobrina dice : ""Tía al que tiene cédula no se le repite tanto una advertencia, el que se va a JO¢¥® si bebe, no piensa"". https://t.co/CxSBWseEY0"	non-personal_reports
102094	#ValdepeñasComercial trabaja en la organización de la #FeriadelStock, #Valdepeñas, #coronavirus, https://t.co/JlFAVZRrRi, Valdepeñas Comercial propone celebrar la Feria del Stock en los establecimientos https://t.co/gAjNZtE7vt	Lit-News_mentions
102761	#CaricaturaEM #ElMontonero#MedicosCubanos #Iquitos #Coronavirus #Lenin #Mao Para más #Editoriales | #ColumnasdeOpinión#Caricaturas | #EntrevistasSíguenos en:FB: https://t.co/8BN6IGbDMUYoutube: https://t.co/x2WH9DgOHFMás Artículos: https://t.co/4sbQL4kPSo https://t.co/CvbaruFIC7	Lit-News_mentions
100343	Diarrea, dolor abdominal y náuseas acompañan a la pérdida de apetito como algunos de los principales síntomas de la enfermedad causada por el coronavirus SARS-CoV-2.Los pacientes hospitalizados por Covid también sufren anorexia https://t.co/pHj2RCUkMQ https://t.co/57r26soqtG	Lit-News_mentions
103346	Mi hermana con obs de posible covid-19 sigue sumando sintomas, el dolor de cabeza sigue igual de mal, desaparece el olfato, el gusto y aparece la fiebre	Lit-News_mentions
200174	Yo pense que me estaba dando el #coronavirus porque cuando me levante  casi no podia respirar pero que si era que tenia la nariz topada de mocos...	Self_reports
103004	#Tendencias | “Fue espantoso, teníamos miedo”: la actriz con COVID-19 en grabaciones de telenovela para Televisa .- https://t.co/BaPOOrbnUl !'	Lit-News_mentions
105482	Fundación vaticana financiará 138 proyectos en Latinoamérica ante COVID-19 - https://t.co/ocKd66NdHaRetweet https://t.co/EEPOwBKz05	Lit-News_mentions
105405	Nuevo síntoma del coronavirus: dolor e hinchazón de testículos y daño de la fertilidad https://t.co/kyIvhOCVpu	Lit-News_mentions
104083	La querida maestra de Brooklyn Sandra Santos-Vizcaino muere a los 54 años tras contraer COVID-19 https://t.co/H7FAZBqpXf vía @democracynowes Una maestra generosa, talentosa e increíblemente cálida que ayudaba y apoyaba a sus alumnos en forma incondicional	Lit-News_mentions
302178	#EnLaMañanera Para enfrentar la pandemia, el presidente @lopezobrador_ pidió a los ciudadanos: No hacer fiestasSi se presentan síntomas #COVID19 (dolor de garganta, de cuerpo, de cabeza, tos, fiebre) llamar al 56581111 en la #CDMX y al 911 en el resto del país. #rb https://t.co/cMESrA5xAC	non-personal_reports
102506	El #SeguroSocial inicia con la #RecuperaciónServiciosIMSS fortaleciendo cirugías y medicina de alta especialidad bajo estrictos protocolos de seguridad para salvaguardar la salud de pacientes y personal.#IMSS #COVID19 #QuédateEnCasa https://t.co/6ixqnf3V0R	Lit-News_mentions
105936	esto es interesante: aparentemente la pérdida del olfato y/o gusto es un síntoma de coronavirus cuando no tienes otros síntomas https://t.co/UY18NCuxXU	Lit-News_mentions
103918	Tos, dolor de garganta y fiebre, los síntomas más reportados por los porteños con coronavirus https://t.co/tg7rS6o2kO vía @Noticiasde_	Lit-News_mentions
300510	@uncle__meat @FInnCas @andyferreyra Yo no tengo tengo problema, y no se sabe. Porque es un virus desconocido, no sabes si por efectos del coronavirus de acá a dos años te puede agarrar una embolia y morirte: porque es algo desconocido. Y hay banda de pibes jóvenes que quedaron con secuelas pulmonares +	non-personal_reports
301115	Vuelo de fiebre y mi mamá diciendo que no me le acerque mucho pq tengo coronavirus, jajaja nunca cuidarme	non-personal_reports
105453	"""Manejo de la fiebre en pacientes con COVID-19 leve""Para todos lo pacientes con COVID-19 leve por favor permítannos compartir las recomendaciones basadas en evidencias sobre qué y qué no se recomienda para tratar los episodios febriles. La buena información salva vidas!"	Lit-News_mentions
200950	@_PerreoIntenso Fiebre, dolor muscular (Aunque es en músculos que realmente uso mucho a diario), dolor de cabeza y como un nudo en la garganta.A lo mejor no es Covid-19 pero es normal que se preocupen mía roomates.	Self_reports
104812	PRUEBA CASERA RÁPIDA ALTERNATIVA PARA DETECTAR CORONAVIRUSSe ha establecido que la perdida del olfato, es un síntoma producido por el virus. De ahi, que se esta utilizando  VINAGRE Y SE LE DA OLER A LA PERSONA, si no detecta que es, es sospechosohttps://t.co/k11q7rfqWE	Lit-News_mentions
103129	Los complicados dilemas éticos que plantean los ensayos clínicos de tratamientos contra la COVID-19 https://t.co/zTmvO2aLAK vía @eldiarioes	Lit-News_mentions
103632	Expertos anticipan que más médicos abandonarían la isla tras la pandemia de COVID-19 https://t.co/wkUfSDXYYr Vía https://t.co/TtI6MQ3Knn https://t.co/YGrmaougRZ	Lit-News_mentions
301050	Otro imbécil con la cabeza llena de excrementos, si alguien lo conoce, de mi parte díganle que puede rechingar a su progenitora	non-personal_reports
103981	Llama madre, sin síntomas, avisando que su compañera de viaje hacia centro de hemodiálisis tiene fiebre. Me acuerdo de @carlavizzotti cuando dijo que todo es coronavirus hasta que se demuestre lo contrario. Nos preguntamos con mi papá qué vamos a hacer.	Lit-News_mentions
301554	Saludos cordiales para todos por acá le escribe su amigo el periodista Hendrik García CNP 24.206 hoy con mucho pesar informo que mi de familia (mi mamá , mi esposa incluyendo mi persona hemos salido positivos para #COVID19)Son momentos de complejidad  pero no de perder la fe ! https://t.co/uYHaeFbekU	non-personal_reports
200272	Frases que dicen los que ya les dió Covid:- “no pasa nada”, - “estamos puros que ya nos dió”, - “no uso cubrebocas porque ya me dió Covid”.- “ya soy inmune”- “ya puedo salir agusto”- “qué bueno que me dió de una vez, ya me desocupé”	Self_reports
101127	Qué tristeza los rostros de los que la pelean en la primer línea!? Mientras que apoyan la anticuarentena, solo sufren dolor de cabeza. #HaganAlgo	Lit-News_mentions
105309	Exclusivo: Estos son los mapas de contagio de Covid-19 que Mañalich mantiene en secreto https://t.co/k4zcObtg3l vía @interferenciaCL	Lit-News_mentions
102510	🤦🏾‍♀️ Coronavirus, cuarentena, ERTE, dolor de ojos máximo, agujetas en las patitas de tanto zumbear... #nopuedoconlavida #damevenenoquequieromorirdameveneeeeno #trabajarencuarentena en La Opinion A Coruña -… https://t.co/0Hty7jz6Nn	Lit-News_mentions
101929	⛑ Diego Rolan, al margen del grupo por fiebre. El uruguayo tuvo que pasar en su domicilio la prueba del coronavirus a la que el resto de la plantilla se sometió en Abegondo https://t.co/PEr130OM83	Lit-News_mentions
201473	Estuve toda la tarde acostada intentando no demostrar lo q me costaba respirar coronavirus si sos vos mátame ya xfavor	Self_reports
300963	Conmocionada porque @lizytagliani tiene Coronavirus . La quiero y aprecio mucho. Tengo el gusto de conocerla y es una gran persona. Increíble que esta maldita enfermedad llegue a la tele y a la gente que queremos y conocemos. FUERZA LIZY	non-personal_reports
101024	Estudian si la pérdida de olfato y gusto por el Covid-19 puede derivar en problemas mentales como angustia y depresión - https://t.co/ZE2crTka2l https://t.co/fdqXEy3KHA	Lit-News_mentions
103317	ACTUALIZACIÓN DE DATOS COVID-19 EN SINALOA https://t.co/xVP5hqcIaO #COVID19 #Sinaloa https://t.co/uBhWaSYg2n	Lit-News_mentions
200417	Muchas veces me pregunté si las bases de datos estaban cruzadas. Pero la verdad no pensé que serían tan estúpidos. Ya nada me sorprende.	Self_reports
103960	🔴Campaña tarifas justas en las clínicas Los pacientes #COVID19 recibirán atención en los establecimientos de salud privados tras llegar a un acuerdo con la Asociación de Clínicas Particulares del Perú. https://t.co/xZICnxP4uF	Lit-News_mentions
200902	Pero yo tengo otros datos @brozoxmiswebs @DeniseDresserG @cesarmartinezmx @pedrinioficial @CarlosLoret @RodriguezOxte @pacogonzaleztv @DeniseMaerker @JosePabloCoello	Self_reports
200532	me acabo de enterar que no tener gusto es síntoma de coronavirus  espero que los que no les gusta dead to me estén bien	Self_reports
200652	@santosjorgeh 5 meses sin trabajar me mandaron abajo de la línea de la indigencia, me fue estupendo con el coronavirus.	Self_reports
104802	(VÍDEO): Ignacio Escolar minimiza los efectos del coronavirus y un twittero se pone en lo peor https://t.co/qQ7CYDPDj8 vía @NacionDigital2	Lit-News_mentions
302093	Ok no me dejaron entrar a carrefour porque tenia 37.2 de fiebre!!   Señor estoy indispuesta por lo tanto mi temperatura corporal sube no tengo coronavirus.	non-personal_reports
101208	"""Recuerda, si tienes problemas de conexión, informa a tu tutora para que con gusto te brindemos apoyo"".#SiempreMásParaLosDemás #SoyArrupe2021 #SoyArrupe #Nuevoingreso #EducacionSV #EducacionDeCalidad #Educacion#Calidad #Innovacion #COVID19 #QuedateEnCasaYa https://t.co/eb7AvwSLoq"	Lit-News_mentions
301718	"""@EdwardElric141 Sí, si eso seguro que habrá más que no lo han dicho oficialmente. Igual que Alemania que los muertos que tiene los pone como """"neumonías"""" para no decir que son de coronavirus. Pero joder, que viendo los números llevamos una carrera que asusta..."""	non-personal_reports
102816	@ExtraDigital1 @mariancambio Sabías que un síntoma temprano del #coronavirus, o #COVID19 es la #Perdida  del #olfato?#SmellTracker utiliza un algoritmo que representa la percepción olfativa utilizando 5 olores del hogar. Esto puede ayudarle a detectar un signo temprano del Covid19https://t.co/E99m0ixtfg	Lit-News_mentions
105010	Venezuela desarrolla terapia antiviral e investigaciones propias y entrega tratamientos gratuitos que garantizan alta recuperación por COVID-19 https://t.co/nSXn3fY7r8#VenezuelaGarantiaDeDDHH https://t.co/YPPd7osrRq	Lit-News_mentions
103923	Realizan rastreo de contactos con pacientes Covid-19 -https://t.co/tgUK7hY6SF https://t.co/3hFZ08hyMP	Lit-News_mentions
100946	↬☣𝙘𝙤𝙧𝙤𝙣𝙖𝙫𝙞𝙧𝙪𝙨☣↫ Los coronavirus son una familia virosica de los cuales aún no se conoce su origen. Según el tipo,estos pueden ser algo fácil de tratar o por el opuesto,puede ser letal. https://t.co/vV8I7kblTp	Lit-News_mentions
201137	Di positivo para COVID-19 mis sistemas* Congestionamiento nasal* Dolor en la ciáticaMe hice un examen PCR antígeno para descartar y ahora voy 7 días de aislamiento #coronavirus #cuidarseencasa #aislamiento #noteconfies #CuidateDeLaCovid19 #COVID19	Self_reports
101912	▪️ Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/UeaMHdQiHf	Lit-News_mentions
104235	Falta de aire, tos y fiebre: síntomas más frecuentes de pacientes hospitalizados por covid-19 https://t.co/g294ODaq0H	Lit-News_mentions
103297	Un concesionario de Miami desinfecta autos gratis para combatir al coronavirus https://t.co/wkbwDdYC6x https://t.co/Hitbeh04H7	Lit-News_mentions
201027	al final lo único que me alivia la contractura es el temido ibuprofeno, así que que me lleve el coronavirus porque vivir con este dolor ya es una cosa insostenible	Self_reports
301188	@podemosanidad Llama al centro de salud de Legazpi.Tras 75', le sugieren que vaya (tema fiebre y realizar o no la prueba).Llega; suena el teléfono, pero hay palmeras de chocolate en recepción. First the first.Se espera en el pasillo🙃 Bien gestionado#COVID19 @SaludMadrid	non-personal_reports
103636	[#Salud]❤️Cansancio, dolor de cabeza, dolor muscular o fiebre son algunas de las reacciones más comunes de la vacuna frente a la #COVID19, aunque no se dan en todos los casos. Por tí, por mí, #YoMeVacuno https://t.co/QvPzIkX8Kc	Lit-News_mentions
201388	kjjj la del arnes tiene tiempo para hacer canje con Brenda asnicar pero para responderme a mi que le estoy PAGANDO no. Y encima no me deja ir a retirarlo por el coronavirus ?????? Ni que me fuera a tomar unos mates y toserte en la cara amiguita	Self_reports
105330	Luego de la #pandemia por el coronavirus, #Niu - Nuuv presentó sus números de cierre de año en los que aseguran, han retomado la cima de las #motos eléctricas.👉https://t.co/eWPiIqoNDC https://t.co/4LIcutdVug. https://t.co/vuYwHUyIv4	Lit-News_mentions
201115	Atentos a esto....no se puede descartar nada y me imagino mas si murio sin tener ni sintomas de nada por que lo que yo lei fue por covid 🤔🤔	Self_reports
300788	@PedroCastilloTe Aaayyy Pedro,me das lastima,tengo un amigo con su esposa e hijo en Perú y la están pasando mal,métele ojo, pestañas y cejas al Covid-19 por qué hay muchos muertos,y oxígeno no hay,la hija de una amiga murió de Covid-19 😭,por no tener para pagar medicamentos,	non-personal_reports
105211	#1Jul Los gatos pueden contraer la covid-19 por dormir en la cama de su dueño, según estudio https://t.co/vqIrQky4AV #Gato #NoticieroVenevision #Salud #Covid https://t.co/A6353T2Jdn	Lit-News_mentions
105094	#Noticias : La canciller alemana, Ángela Merkel, aseguró que Alemania podría ordenar la vacuna rusa contra el coronavirus Sputnik V si la Agencia Europea de Medicamentos aprueba el uso del fármaco https://t.co/82dgsy36Pl	Lit-News_mentions
101198	Clínicamente se conoce como anosmia, y aunque hubo cierta incertidumbre al principio de la pandemia, desde el mes de mayo ya está ampliamente aceptado que la pérdida de olfato y gusto es uno de los síntomas frecuentes del coronavirus.https://t.co/KBZS5tfojY	Lit-News_mentions
104492	#Nacional 🇲🇽 Llama Marcelo Ebrard a fortalecer el multilateralismo ante los efectos que dejará el COVID-19 Vía @7FE | Enfoque Noticias https://t.co/87badDSdJu https://t.co/YAlzSKB28e	Lit-News_mentions
105645	Fotos: Con pares de zapatos recuerdan a enfermeras muertas por COVID-19 en Washington https://t.co/7tBlkwHWOT vía @BluRadioCo	Lit-News_mentions
103265	📊 Consulta el panorama de las 32 entidades federativas en: https://t.co/QzbIm12VKbℹ️ Fuentes: • Datos Abiertos: https://t.co/NGN8EBYICe• Niveles: https://t.co/WYDANxtm7n⭐ Puedes apoyar mi proyecto aquí: https://t.co/30Adr7uKoH 🔴 Canal de YT:https://t.co/w7xV1LW1y4	Lit-News_mentions
301029	Durante #LaMañanera, el presidente #AMLO afirmó únicamente tener ardor de garganta y dolor de cuerpo tras dar positivo a #Covid19. Aseveró que usará cubrebocas 😷 cuando tenga personas a su alrededor. @viveros_tribuna @AleBau_Tribuna https://t.co/CC7fIkeHAE	non-personal_reports
300318	3 nuevos casos de coronavirus en Mendoza. Fue un gusto creer que iba a festejar mi cumpleaños con una birra en un bar. 😷	non-personal_reports
101967	¡ATENCIÓN! |📣 😱🔥 Exjefes de la empresa Pfizer piden cancelar la vacuna del covid-19 por sus alarmantes efectos secundarios ¿Cuales son? ¡Aquí te los contamos!👇 https://t.co/OjkGoqjYcP | @miami_diario	Lit-News_mentions
105008	168 enmiendas a los Presupuestos generales de la Caib para crear un  FONDO COVID-19 @voxbaleares https://t.co/uMUacF4h2o	Lit-News_mentions
300696	@ListinDiario Deberían devolver el dinero de la que vendieron.Hace un mes un amigo (42años) beso su pareja con 3 días de gripe y al otro día ella perdió el olfato era #COVID19  Todos decían que gracia a la vacuna la pesaron bien, miren que subjetivo esNinguno de los dos se habían vacunado	non-personal_reports
300772	"https://t.co/qYFQVtbs1f""..vemos que cuando los pacientes entran con fiebre alta,[se reducen] con bastante rapidez.Hemos visto a personas salir de los ventiladores un día después de comenzar la terapia.Entonces, en ese ámbito, en general a nuestros pacientes les ha ido muy bien ”"	non-personal_reports
103952	➡️Datos Covid19 en Víctoria!#LocalesVictoriaPrimicias...#TuRedDeNoticias #Victoria #noticias https://t.co/XY6vlsT4DI	Lit-News_mentions
103082	⚠️ Pérdida del gusto y olfato en #COVIDー19.▪️15% de los pacientes presentan #anosmia o #ageusia en etapas tempranas de la #COVID19. ▪️La anosmia o ageusia fueron significativamente MÁS comunes en mujeres y a edades más jóvenes ( P = 0.01 y P &lt;0.001, respectivamente). https://t.co/2uyafc20KK	Lit-News_mentions
200279	@C3R38R4iN @_MsMonster Si, yo también me desperté y tenía molestia en la garganta, como si me fuera a resfriar, pero no fue nada Y eso que mi hermano acaba de salir de tener COVID19. Al menos ya teniamos mis papás y yo el Booster	Self_reports
